repo_full_name,html_url,description,homepage,topics,archived,disabled,is_fork,license_spdx,language,stars,forks,watchers,open_issues,size_kb,created_at,updated_at,pushed_at,days_since_last_commit,days_since_last_update,risk_score,action,risk_flags,why,updated_at_run
gethomepage/homepage,https://github.com/gethomepage/homepage,A highly customizable homepage (or startpage / application dashboard) with Docker and service API integrations.,https://gethomepage.dev,"docker,homepage,nextjs,node,react,self-hosted,startpage",0,0,0,GPL-3.0,JavaScript,28663,1807,28663,7,26873,2022-08-24T07:29:42Z,2026-03-02T03:53:23Z,2026-03-02T00:47:13Z,0,0,0,OK,,"Active (last commit 0d ago); 7 open issues, 28663★",2026-03-02T04:49:17.161757+00:00
t3-oss/create-t3-app,https://github.com/t3-oss/create-t3-app,"The best way to start a full-stack, typesafe Next.js app ",https://create.t3.gg,"cli,create-t3-app,hacktoberfest,next-auth,nextjs,npx,prisma,t3,t3-stack,tailwindcss,trpc,typescript",0,0,0,MIT,TypeScript,28581,1450,28581,121,8482,2022-05-24T13:31:01Z,2026-03-02T02:55:53Z,2025-12-13T10:39:23Z,78,0,0,OK,,"Active (last commit 78d ago); 121 open issues, 28581★",2026-03-02T04:49:17.776170+00:00
atuinsh/atuin,https://github.com/atuinsh/atuin,✨ Magical shell history,https://atuin.sh,"bash,fish,history,rust,shell,zsh",0,0,0,MIT,Rust,28489,782,28489,444,47902,2020-10-04T23:01:58Z,2026-03-02T03:07:28Z,2026-03-01T00:33:40Z,1,0,0,OK,,"Active (last commit 1d ago); 444 open issues, 28489★",2026-03-02T04:49:18.513152+00:00
bytedance/UI-TARS-desktop,https://github.com/bytedance/UI-TARS-desktop,The Open-Source Multimodal AI Agent Stack: Connecting Cutting-Edge AI Models and Agent Infra,https://agent-tars.com,"agent,agent-tars,browser-use,computer-use,cowork,gui-agent,gui-operator,mcp,mcp-server,multimodal,tars,ui-tars,vision,vlm",0,0,0,Apache-2.0,TypeScript,28446,2784,28446,356,191767,2025-01-19T09:04:43Z,2026-03-02T04:27:52Z,2026-02-27T05:19:52Z,2,0,0,OK,,"Active (last commit 2d ago); 356 open issues, 28446★",2026-03-02T04:49:17.776307+00:00
tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",https://headlessui.com,"a11y,accessibility,components,headless-ui,headlessui,react,tailwindcss,vue",0,0,0,MIT,TypeScript,28427,1193,28427,82,7132,2020-09-16T09:53:09Z,2026-03-02T02:24:57Z,2025-12-19T16:46:31Z,72,0,0,OK,,"Active (last commit 72d ago); 82 open issues, 28427★",2026-03-02T04:49:17.776368+00:00
voideditor/void,https://github.com/voideditor/void,,https://voideditor.com,"chatgpt,claude,copilot,cursor,developer-tools,editor,llm,open-source,openai,visual-studio-code,vscode,vscode-extension",0,0,0,Apache-2.0,TypeScript,28282,2340,28282,315,40251,2024-09-11T02:37:00Z,2026-03-01T18:31:09Z,2026-01-12T09:57:57Z,48,0,0,OK,,"Active (last commit 48d ago); 315 open issues, 28282★",2026-03-02T04:49:17.776429+00:00
heroui-inc/heroui,https://github.com/heroui-inc/heroui,"🚀 Beautiful, fast and modern React UI library. (Previously NextUI)",https://heroui.com,"component-library,components,library,reactjs",0,0,0,MIT,TypeScript,28277,2066,28277,298,92319,2021-04-22T13:06:23Z,2026-03-02T04:14:48Z,2026-03-01T19:22:40Z,0,0,0,OK,,"Active (last commit 0d ago); 298 open issues, 28277★",2026-03-02T04:49:17.776488+00:00
emilk/egui,https://github.com/emilk/egui,egui: an easy-to-use immediate mode GUI in Rust that runs on both web and native,https://www.egui.rs/,"egui,game-development,gamedev,gui,imgui,rust,wasm",0,0,0,Apache-2.0,Rust,28252,1972,28252,1093,89230,2019-01-13T15:39:15Z,2026-03-02T01:24:08Z,2026-02-26T09:11:08Z,3,0,0,OK,,"Active (last commit 3d ago); 1093 open issues, 28252★",2026-03-02T04:49:18.513204+00:00
nrwl/nx,https://github.com/nrwl/nx,"The Monorepo Platform that amplifies both developers and AI agents. Nx optimizes your builds, scales your CI, and fixes failed PRs automatically. Ship in half the time.",https://nx.dev,"angular,build,build-system,build-tool,building-tool,cli,cypress,hacktoberfest,javascript,monorepo,nextjs,nodejs,nx,nx-workspaces,react,storybook,typescript",0,0,0,MIT,TypeScript,28231,2673,28231,516,843212,2017-08-11T18:50:23Z,2026-03-02T03:37:08Z,2026-02-28T22:59:53Z,1,0,0,OK,,"Active (last commit 1d ago); 516 open issues, 28231★",2026-03-02T04:49:17.776549+00:00
caolan/async,https://github.com/caolan/async,Async utilities for node and the browser,http://caolan.github.io/async/,"async,callbacks,javascript",0,0,0,MIT,JavaScript,28199,2387,28199,24,8235,2010-06-01T21:01:30Z,2026-03-02T01:44:02Z,2026-02-01T15:33:10Z,28,0,0,OK,,"Active (last commit 28d ago); 24 open issues, 28199★",2026-03-02T04:49:17.162044+00:00
mobxjs/mobx,https://github.com/mobxjs/mobx,"Simple, scalable state management.",http://mobx.js.org,"javascript,mobx,react,reactive-programming,typescript",0,0,0,MIT,TypeScript,28182,1800,28182,85,20938,2015-03-14T14:31:38Z,2026-02-28T12:31:23Z,2026-02-27T10:34:15Z,2,1,0,OK,,"Active (last commit 2d ago); 85 open issues, 28182★",2026-03-02T04:49:17.776608+00:00
nextauthjs/next-auth,https://github.com/nextauthjs/next-auth,Authentication for the Web.,https://authjs.dev,"auth,authentication,csrf,jwt,nextauth,nextjs,nodejs,nuxt,nuxt-auth,oauth,oauth2,oidc,react,remix-auth,solid-auth,solidjs,sveltekit,web",0,0,0,ISC,TypeScript,28117,4045,28117,574,69646,2018-01-27T12:28:16Z,2026-03-02T02:55:59Z,2026-02-07T21:40:57Z,22,0,0,OK,,"Active (last commit 22d ago); 574 open issues, 28117★",2026-03-02T04:49:17.776669+00:00
micro-editor/micro,https://github.com/micro-editor/micro,A modern and intuitive terminal-based text editor,https://micro-editor.github.io,"command-line,cross-platform,editor,go,golang,micro,terminal,text-editor",0,0,0,MIT,Go,28059,1288,28059,999,13945,2016-03-11T02:06:28Z,2026-03-02T03:29:59Z,2026-03-02T00:32:24Z,0,0,0,OK,,"Active (last commit 0d ago); 999 open issues, 28059★",2026-03-02T04:49:18.023078+00:00
opentofu/opentofu,https://github.com/opentofu/opentofu,OpenTofu lets you declaratively manage your cloud infrastructure.,https://opentofu.org,,0,0,0,MPL-2.0,Go,28009,1162,28009,347,286166,2023-08-16T20:01:36Z,2026-03-02T03:44:30Z,2026-02-27T18:46:50Z,2,0,0,OK,,"Active (last commit 2d ago); 347 open issues, 28009★",2026-03-02T04:49:18.023128+00:00
tj/commander.js,https://github.com/tj/commander.js,node.js command-line interfaces made easy,,,0,0,0,MIT,JavaScript,27969,1742,27969,11,3903,2011-08-14T21:33:58Z,2026-03-02T01:22:32Z,2026-03-01T04:22:20Z,1,0,0,OK,,"Active (last commit 1d ago); 11 open issues, 27969★",2026-03-02T04:49:17.162178+00:00
microsoft/playwright-mcp,https://github.com/microsoft/playwright-mcp,Playwright MCP server,https://www.npmjs.com/package/@playwright/mcp,"mcp,playwright",0,0,0,Apache-2.0,TypeScript,27965,2263,27965,16,1787,2025-03-21T17:48:36Z,2026-03-02T04:41:53Z,2026-02-25T19:10:43Z,4,0,0,OK,,"Active (last commit 4d ago); 16 open issues, 27965★",2026-03-02T04:49:17.776776+00:00
TanStack/table,https://github.com/TanStack/table,"🤖 Headless UI for building powerful tables & datagrids for TS/JS -  React-Table, Vue-Table, Solid-Table, Svelte-Table",https://tanstack.com/table,"datagrid,datagrids,datatable,filtering,grid,grouping,hooks,javascript,pagination,react,reactjs,solid,solidjs,sorting,svelte,sveltejs,table,typescript,vue",0,0,0,MIT,TypeScript,27749,3474,27749,361,30794,2016-10-20T17:25:08Z,2026-03-02T01:49:07Z,2026-03-02T03:39:54Z,0,0,0,OK,,"Active (last commit 0d ago); 361 open issues, 27749★",2026-03-02T04:49:17.777168+00:00
fanmingming/live,https://github.com/fanmingming/live,✯ 可直连访问的电视/广播图标库与相关工具项目 ✯ 🔕 永久免费 直连访问 完整开源 不断完善的台标 支持IPv4/IPv6双栈访问 🔕,https://live.fanmingming.com/,"china,converter,epg,iptv,ipv6,live,m3u,m3u8,mp4,radio,television,tv,txt,workers",0,0,0,GPL-3.0,JavaScript,27727,4177,27727,31,1621034,2022-11-16T18:03:31Z,2026-03-02T03:31:49Z,2026-02-17T06:36:49Z,12,0,0,OK,,"Active (last commit 12d ago); 31 open issues, 27727★",2026-03-02T04:49:17.162347+00:00
goharbor/harbor,https://github.com/goharbor/harbor,"An open source trusted cloud native registry project that stores, signs, and scans content.",https://goharbor.io,"cloud-native,cncf,cncf-project,container,container-management,container-registry,containers,docker,hacktoberfest,helm,kubernetes,registry",0,0,0,Apache-2.0,Go,27653,5116,27653,789,240802,2016-01-28T21:10:28Z,2026-03-02T03:24:28Z,2026-03-01T08:55:13Z,0,0,0,OK,,"Active (last commit 0d ago); 789 open issues, 27653★",2026-03-02T04:49:18.023332+00:00
sharkdp/hyperfine,https://github.com/sharkdp/hyperfine,A command-line benchmarking tool,,"benchmark,cli,command-line,rust,terminal,tool",0,0,0,Apache-2.0,Rust,27618,448,27618,66,2001,2018-01-13T15:49:54Z,2026-03-02T04:14:06Z,2026-02-14T13:01:55Z,15,0,0,OK,,"Active (last commit 15d ago); 66 open issues, 27618★",2026-03-02T04:49:18.513284+00:00
Automattic/mongoose,https://github.com/Automattic/mongoose,MongoDB object modeling designed to work in an asynchronous environment.,https://mongoosejs.com,"mongo,mongodb,nodejs,odm,orm",0,0,0,MIT,JavaScript,27461,3964,27461,200,150152,2010-04-06T21:39:05Z,2026-03-02T02:38:25Z,2026-03-02T03:17:44Z,0,0,0,OK,,"Active (last commit 0d ago); 200 open issues, 27461★",2026-03-02T04:49:17.162445+00:00
github/github-mcp-server,https://github.com/github/github-mcp-server,GitHub's official MCP Server,,"github,mcp,mcp-server",0,0,0,MIT,Go,27370,3659,27370,301,52029,2025-03-04T16:42:04Z,2026-03-02T03:47:31Z,2026-02-27T10:02:45Z,2,0,0,OK,,"Active (last commit 2d ago); 301 open issues, 27370★",2026-03-02T04:49:18.023415+00:00
jashkenas/underscore,https://github.com/jashkenas/underscore,JavaScript's utility _ belt,https://underscorejs.org,,0,0,0,MIT,JavaScript,27365,5468,27365,54,7011,2009-10-25T18:31:06Z,2026-03-01T20:01:19Z,2026-02-19T11:43:23Z,10,0,0,OK,,"Active (last commit 10d ago); 54 open issues, 27365★",2026-03-02T04:49:17.162490+00:00
projectdiscovery/nuclei,https://github.com/projectdiscovery/nuclei,"Nuclei is a fast, customizable vulnerability scanner powered by the global security community and built on a simple YAML-based DSL, enabling collaboration to tackle trending vulnerabilities on the internet. It helps you find vulnerabilities in your applications, APIs, networks, DNS, and cloud config",https://docs.projectdiscovery.io/tools/nuclei,"attack-surface,cve-scanner,dast,hacktoberfest,nuclei-engine,security,security-scanner,subdomain-takeover,vulnerability-assessment,vulnerability-detection,vulnerability-scanner",0,0,0,MIT,Go,27274,3223,27274,307,42122,2020-04-03T18:47:11Z,2026-03-02T04:13:50Z,2026-02-27T22:45:36Z,2,0,0,OK,,"Active (last commit 2d ago); 307 open issues, 27274★",2026-03-02T04:49:18.023457+00:00
abiosoft/colima,https://github.com/abiosoft/colima,Container runtimes on macOS (and Linux) with minimal setup,https://colima.run,"containerd,containerd-compose,containers,docker,docker-compose,incus,k3s,k8s,kubernetes,lima,macos,nerdctl",0,0,0,MIT,Go,27255,543,27255,358,3315,2021-09-04T09:52:22Z,2026-03-02T00:33:30Z,2026-02-28T14:37:03Z,1,0,0,OK,,"Active (last commit 1d ago); 358 open issues, 27255★",2026-03-02T04:49:18.023500+00:00
ComposioHQ/composio,https://github.com/ComposioHQ/composio,"Composio powers 1000+ toolkits, tool search, context management, authentication, and a sandboxed workbench to help you build AI agents that turn intent into action.",https://docs.composio.dev,"agentic-ai,agents,ai,ai-agents,aiagents,developer-tools,function-calling,gpt-4,javascript,js,llm,llmops,mcp,python,remote-mcp-server,sse,typescript",0,0,0,MIT,TypeScript,27236,4459,27236,54,301077,2024-02-23T13:58:27Z,2026-03-02T04:23:42Z,2026-03-01T05:23:57Z,0,0,0,OK,,"Active (last commit 0d ago); 54 open issues, 27236★",2026-03-02T04:49:17.777286+00:00
codemirror/codemirror5,https://github.com/codemirror/codemirror5,"In-browser code editor (version 5, legacy)",http://codemirror.net/5/,,0,0,0,MIT,JavaScript,27231,4967,27231,437,19358,2011-01-14T13:44:03Z,2026-03-02T03:20:51Z,2026-02-07T07:44:45Z,22,0,0,OK,,"Active (last commit 22d ago); 437 open issues, 27231★",2026-03-02T04:49:17.162587+00:00
eslint/eslint,https://github.com/eslint/eslint,Find and fix problems in your JavaScript code.,https://eslint.org,"ecmascript,eslint,javascript,linter,static-code-analysis",0,0,0,MIT,JavaScript,27143,4929,27143,108,51795,2013-06-29T23:59:48Z,2026-03-01T21:46:57Z,2026-03-01T22:28:36Z,0,0,0,OK,,"Active (last commit 0d ago); 108 open issues, 27143★",2026-03-02T04:49:17.162676+00:00
ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,Chrome DevTools for coding agents,https://npmjs.org/package/chrome-devtools-mcp,"browser,chrome,chrome-devtools,debugging,devtools,mcp,mcp-server,puppeteer",0,0,0,Apache-2.0,TypeScript,27141,1583,27141,71,4244,2025-09-11T10:39:55Z,2026-03-02T04:46:02Z,2026-03-01T17:58:47Z,0,0,0,OK,,"Active (last commit 0d ago); 71 open issues, 27141★",2026-03-02T04:49:17.777420+00:00
quasarframework/quasar,https://github.com/quasarframework/quasar,Quasar Framework - Build high-performance VueJS user interfaces in record time,https://quasar.dev,"android,browser-extension,electron,ios,javascript,material,material-components,material-design,material-theme,pwa,quasar-framework,server-side-rendering,ssr,vue,vue-component,vue-components,vue3,vuejs,vuejs3",0,0,0,MIT,JavaScript,27091,3680,27091,689,472296,2015-10-05T15:45:36Z,2026-03-02T04:20:28Z,2026-02-09T08:46:05Z,20,0,0,OK,,"Active (last commit 20d ago); 689 open issues, 27091★",2026-03-02T04:49:17.162763+00:00
cloudreve/cloudreve,https://github.com/cloudreve/cloudreve,"🌩 Self-hosted file management and sharing system, supports multiple storage providers",https://cloudreve.org,"cloud,cloud-storage,cloudreve,file,file-manager,file-sharing,golang",0,0,0,GPL-3.0,Go,27056,3800,27056,177,9424,2018-02-04T04:56:38Z,2026-03-02T04:27:30Z,2026-02-24T08:47:00Z,5,0,0,OK,,"Active (last commit 5d ago); 177 open issues, 27056★",2026-03-02T04:49:18.023541+00:00
angular/angular-cli,https://github.com/angular/angular-cli,CLI tool for Angular,https://cli.angular.dev,"angular,angular-cli,cli,typescript",0,0,0,MIT,TypeScript,27044,11900,27044,281,202240,2015-06-04T19:49:37Z,2026-03-01T02:32:42Z,2026-02-28T01:58:27Z,2,1,0,OK,,"Active (last commit 2d ago); 281 open issues, 27044★",2026-03-02T04:49:17.777518+00:00
authelia/authelia,https://github.com/authelia/authelia,"The Single Sign-On Multi-Factor portal for web apps, now OpenID Certified™",https://www.authelia.com,"2fa,authentication,docker,golang,kubernetes,ldap,mfa,multifactor,oauth2,openid-connect,passkeys,push-notifications,security,sso,sso-authentication,totp,two-factor,two-factor-authentication,webauthn,yubikey",0,0,0,Apache-2.0,Go,27006,1349,27006,113,70855,2016-12-07T00:56:57Z,2026-03-02T02:37:12Z,2026-03-02T00:37:18Z,0,0,0,OK,,"Active (last commit 0d ago); 113 open issues, 27006★",2026-03-02T04:49:18.023586+00:00
gitroomhq/postiz-app,https://github.com/gitroomhq/postiz-app,"📨 The ultimate social media scheduling tool, with a bunch of AI  🤖",https://postiz.com,"nextjs,open-source,open-source-social-media-scheduling-tool,oss,redis,scheduling-tool,social-media-scheduling-tool,typescript",0,0,0,AGPL-3.0,TypeScript,26897,4701,26897,201,44619,2023-07-08T17:24:22Z,2026-03-02T04:14:09Z,2026-03-01T10:13:44Z,0,0,0,OK,,"Active (last commit 0d ago); 201 open issues, 26897★",2026-03-02T04:49:17.777562+00:00
better-auth/better-auth,https://github.com/better-auth/better-auth,The most comprehensive authentication framework for TypeScript,https://better-auth.com,"authentication,iam,oauth,oauth2,oidc,sso,stripe,typescript",0,0,0,MIT,TypeScript,26841,2314,26841,620,123419,2024-05-19T21:40:04Z,2026-03-02T04:00:21Z,2026-03-02T04:15:31Z,0,0,0,OK,,"Active (last commit 0d ago); 620 open issues, 26841★",2026-03-02T04:49:17.777606+00:00
invoke-ai/InvokeAI,https://github.com/invoke-ai/InvokeAI,"Invoke is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, and serves as the foundation for multiple commercial product",https://invoke-ai.github.io/InvokeAI/,"ai-art,artificial-intelligence,generative-art,image-generation,img2img,inpainting,latent-diffusion,linux,macos,outpainting,stable-diffusion,txt2img,windows",0,0,0,Apache-2.0,TypeScript,26818,2780,26818,434,350606,2022-08-17T01:04:27Z,2026-03-02T03:51:29Z,2026-03-02T03:06:02Z,0,0,0,OK,,"Active (last commit 0d ago); 434 open issues, 26818★",2026-03-02T04:49:17.777655+00:00
simstudioai/sim,https://github.com/simstudioai/sim,"Build, deploy, and orchestrate AI agents. Sim is the central intelligence layer for your AI workforce.",https://www.sim.ai,"agent-workflow,agentic-workflow,agents,ai,aiagents,anthropic,artificial-intelligence,automation,chatbot,deepseek,gemini,low-code,nextjs,no-code,openai,rag,react,typescript",0,0,0,Apache-2.0,TypeScript,26787,3376,26787,170,382592,2025-01-05T22:47:49Z,2026-03-02T04:45:39Z,2026-03-02T01:24:55Z,0,0,0,OK,,"Active (last commit 0d ago); 170 open issues, 26787★",2026-03-02T04:49:17.777698+00:00
recharts/recharts,https://github.com/recharts/recharts,Redefined chart library built with React and D3,https://recharts.github.io,"chart,charting-library,components,d3,data-visualisation,javascript,react,recharts,typescript,ui",0,0,0,MIT,TypeScript,26716,1886,26716,450,351612,2015-08-07T06:50:27Z,2026-03-01T21:37:44Z,2026-03-01T15:32:43Z,0,0,0,OK,,"Active (last commit 0d ago); 450 open issues, 26716★",2026-03-02T04:49:17.777741+00:00
Fission-AI/OpenSpec,https://github.com/Fission-AI/OpenSpec,Spec-driven development (SDD) for AI coding assistants.,https://openspec.dev/,"ai,context-engineering,engineering,planning,prd,sdd,sdlc,spec,spec-driven-development,specification",0,0,0,MIT,TypeScript,26699,1759,26699,253,2948,2025-08-05T10:37:45Z,2026-03-02T04:47:21Z,2026-02-27T08:52:45Z,2,0,0,OK,,"Active (last commit 2d ago); 253 open issues, 26699★",2026-03-02T04:49:17.777785+00:00
remy/nodemon,https://github.com/remy/nodemon,Monitor for any changes in your node.js application and automatically restart the server - perfect for development,http://nodemon.io/,"node,nodemon,watch",0,0,0,MIT,JavaScript,26694,1745,26694,9,3027,2010-10-03T12:50:52Z,2026-03-01T17:20:13Z,2026-02-24T17:04:16Z,5,0,0,OK,,"Active (last commit 5d ago); 9 open issues, 26694★",2026-03-02T04:49:17.162852+00:00
fingerprintjs/fingerprintjs,https://github.com/fingerprintjs/fingerprintjs,The most advanced free and open-source browser fingerprinting library,https://fingerprint.com/github/,"audio-fingerprinting,browser,browser-fingerprint,browser-fingerprinting,detection,fingerprint,fingerprinting,fingerprintjs,fraud,fraud-detection,identification,javascript,visitor-identifier",0,0,0,MIT,TypeScript,26670,2502,26670,17,3394,2015-02-11T08:49:54Z,2026-03-02T03:19:01Z,2026-02-28T06:51:41Z,1,0,0,OK,,"Active (last commit 1d ago); 17 open issues, 26670★",2026-03-02T04:49:17.777828+00:00
ai/nanoid,https://github.com/ai/nanoid,"A tiny (118 bytes), secure, URL-friendly, unique string ID generator for JavaScript",https://zelark.github.io/nano-id-cc/,,0,0,0,MIT,JavaScript,26639,836,26639,3,5215,2017-08-05T05:24:35Z,2026-03-01T18:51:34Z,2026-02-24T07:51:09Z,5,0,0,OK,,"Active (last commit 5d ago); 3 open issues, 26639★",2026-03-02T04:49:17.162894+00:00
discordjs/discord.js,https://github.com/discordjs/discord.js,A powerful JavaScript library for interacting with the Discord API,https://discord.js.org,"bot,discord,discord-api,discord-bot,discord-server,discordjs,hacktoberfest,nodejs,voice-support",0,0,0,Apache-2.0,TypeScript,26604,4070,26604,136,64836,2015-08-10T13:36:26Z,2026-03-02T00:20:06Z,2026-03-01T21:10:26Z,0,0,0,OK,,"Active (last commit 0d ago); 136 open issues, 26604★",2026-03-02T04:49:17.777869+00:00
Wox-launcher/Wox,https://github.com/Wox-launcher/Wox,A cross-platform launcher that simply works,http://wox-launcher.github.io/Wox/,"alfred,launcher,launchy,linux,macos,raycast,spotlight,windows,wox",0,0,0,GPL-3.0,Go,26591,2408,26591,10,223783,2013-12-19T15:49:32Z,2026-03-01T21:57:13Z,2026-02-27T15:13:17Z,2,0,0,OK,,"Active (last commit 2d ago); 10 open issues, 26591★",2026-03-02T04:49:18.023627+00:00
HumanSignal/label-studio,https://github.com/HumanSignal/label-studio,Label Studio is a multi-type data labeling and annotation tool with standardized output format,https://labelstud.io,"annotation,annotation-tool,annotations,boundingbox,computer-vision,data-labeling,dataset,datasets,deep-learning,image-annotation,image-classification,image-labeling,image-labelling-tool,label-studio,labeling,labeling-tool,mlops,semantic-segmentation,text-annotation,yolo",0,0,0,Apache-2.0,TypeScript,26566,3403,26566,1022,2994853,2019-06-19T02:00:44Z,2026-03-02T03:11:53Z,2026-03-02T03:03:56Z,0,0,0,OK,,"Active (last commit 0d ago); 1022 open issues, 26566★",2026-03-02T04:49:17.777913+00:00
marmelab/react-admin,https://github.com/marmelab/react-admin,"A frontend Framework for single-page applications on top of REST/GraphQL APIs, using TypeScript, React and Material Design",http://marmelab.com/react-admin,"admin,admin-dashboard,admin-on-rest,admin-ui,frontend-framework,graphql,material-ui,react,react-admin,reactjs,rest,single-page-app",0,0,0,MIT,TypeScript,26553,5441,26553,64,447546,2016-07-13T07:58:54Z,2026-03-01T15:25:02Z,2026-02-27T14:49:55Z,2,0,0,OK,,"Active (last commit 2d ago); 64 open issues, 26553★",2026-03-02T04:49:17.777958+00:00
chroma-core/chroma,https://github.com/chroma-core/chroma,Open-source search and retrieval database for AI applications.,https://www.trychroma.com/,"agents,ai,ai-agents,database,document-retrieval,embeddings,llm,llms,rag,rust,rust-lang,vector-database",0,0,0,Apache-2.0,Rust,26391,2086,26391,521,865309,2022-10-05T17:58:44Z,2026-03-02T04:28:22Z,2026-03-02T03:12:33Z,0,0,0,OK,,"Active (last commit 0d ago); 521 open issues, 26391★",2026-03-02T04:49:18.513394+00:00
Molunerfinn/PicGo,https://github.com/Molunerfinn/PicGo,":rocket: The Ultimate Image Uploader for Efficient Creators. Supports Obsidian, Typora, VS Code etc. and 60+ image hosting services  (S3, GitHub, Cloudflare R2, Imgur, Aliyun OSS...). Paste, upload, done.",https://picgo.app,"aliyun-oss,cloudflare-r2,electron,electron-app,electron-vue,github,image,imageuploader,imgur,imgur-uploader,qiniu,s3-uploader,smms,tencent-cos,upyun,vue,weibo",0,0,0,MIT,TypeScript,26383,2340,26383,26,5558,2017-12-12T08:39:44Z,2026-03-02T02:05:51Z,2026-02-26T14:41:38Z,3,0,0,OK,,"Active (last commit 3d ago); 26 open issues, 26383★",2026-03-02T04:49:17.778006+00:00
oldj/SwitchHosts,https://github.com/oldj/SwitchHosts,Switch hosts quickly!,https://switchhosts.vercel.app,"electron,hosts,hostseditor,hostsfile,switch-hosts,switchhosts",0,0,0,Apache-2.0,TypeScript,26302,2625,26302,405,34181,2011-09-02T09:38:09Z,2026-03-02T03:29:55Z,2026-02-27T14:37:44Z,2,0,0,OK,,"Active (last commit 2d ago); 405 open issues, 26302★",2026-03-02T04:49:17.778049+00:00
philc/vimium,https://github.com/philc/vimium,The hacker's browser.,https://chromewebstore.google.com/detail/vimium/dbepggeogbaibhgnhhndojpepiihcmeb,,0,0,0,MIT,JavaScript,26179,2563,26179,899,6794,2009-09-20T07:08:19Z,2026-03-02T00:12:59Z,2026-02-22T07:18:45Z,7,0,0,OK,,"Active (last commit 7d ago); 899 open issues, 26179★",2026-03-02T04:49:17.163062+00:00
badges/shields,https://github.com/badges/shields,"Concise, consistent, and legible badges in SVG and raster format",https://shields.io,"badge,badge-maker,github,hacktoberfest,metadata,status,svg",0,0,0,CC0-1.0,JavaScript,26166,5582,26166,316,493346,2013-01-30T07:41:54Z,2026-03-01T22:38:41Z,2026-03-01T23:43:43Z,0,0,0,OK,,"Active (last commit 0d ago); 316 open issues, 26166★",2026-03-02T04:49:17.163103+00:00
cloudflare/pingora,https://github.com/cloudflare/pingora,"A library for building fast, reliable and evolvable network services.",,,0,0,0,Apache-2.0,Rust,26162,1587,26162,239,5065,2023-05-05T20:03:08Z,2026-03-01T20:49:41Z,2026-02-10T13:56:06Z,19,0,0,OK,,"Active (last commit 19d ago); 239 open issues, 26162★",2026-03-02T04:49:18.513447+00:00
koodo-reader/koodo-reader,https://github.com/koodo-reader/koodo-reader,"A modern ebook manager and reader with sync and backup capacities for Windows, macOS, Linux, Android, iOS and Web",https://koodoreader.com,"book,cb7,cbr,cbt,cbz,comic,docx,ebook,epub,fb2,html,markdown,mobi,pdf,reader,rtf,txt,xml",0,0,0,AGPL-3.0,JavaScript,26144,1934,26144,605,85698,2020-03-05T02:18:30Z,2026-03-02T04:31:51Z,2026-03-02T02:50:51Z,0,0,0,OK,,"Active (last commit 0d ago); 605 open issues, 26144★",2026-03-02T04:49:17.163146+00:00
jj-vcs/jj,https://github.com/jj-vcs/jj,A Git-compatible VCS that is both simple and powerful,https://jj-vcs.dev,"cli,git,jj,jujutsu,mercurial,vcs",0,0,0,Apache-2.0,Rust,26133,941,26133,1005,100928,2020-12-18T04:05:27Z,2026-03-02T04:48:28Z,2026-03-01T23:18:55Z,0,0,0,OK,,"Active (last commit 0d ago); 1005 open issues, 26133★",2026-03-02T04:49:18.513498+00:00
srbhr/Resume-Matcher,https://github.com/srbhr/Resume-Matcher,"Improve your resumes with Resume Matcher. Get insights, keyword suggestions and tune your resumes to job descriptions. ",https://resumematcher.fyi/,"applicant-tracking-system,ats,hacktoberfest,machine-learning,natural-language-processing,nextjs,python,resume,resume-builder,resume-parser,text-similarity,typescript,vector-search,word-embeddings",0,0,0,Apache-2.0,TypeScript,26066,4712,26066,33,161203,2020-04-08T03:26:49Z,2026-03-02T03:34:58Z,2026-03-01T00:47:28Z,1,0,0,OK,,"Active (last commit 1d ago); 33 open issues, 26066★",2026-03-02T04:49:17.778092+00:00
KeygraphHQ/shannon,https://github.com/KeygraphHQ/shannon,"Fully autonomous AI hacker to find actual exploits in your web apps. Shannon has achieved a 96.15% success rate on the hint-free, source-aware XBOW Benchmark.",https://keygraph.io/,"penetration-testing,pentesting,security-audit,security-automation,security-tools",0,0,0,AGPL-3.0,TypeScript,25960,2556,25960,22,60769,2025-09-27T01:51:47Z,2026-03-02T04:44:31Z,2026-02-24T18:53:27Z,5,0,0,OK,,"Active (last commit 5d ago); 22 open issues, 25960★",2026-03-02T04:49:17.778135+00:00
stretchr/testify,https://github.com/stretchr/testify,A toolkit with common assertions and mocks that plays nicely with the standard library,,"assertions,go,golang,mocking,testify,testing,toolkit",0,0,0,MIT,Go,25889,1695,25889,374,1904,2012-10-16T16:43:17Z,2026-03-01T16:40:13Z,2026-02-23T19:02:37Z,6,0,0,OK,,"Active (last commit 6d ago); 374 open issues, 25889★",2026-03-02T04:49:18.023719+00:00
